	ALT_D2S	Alt_Count	Alt_Density	Alt_WESA_PEEPS	Count	CountNum	D2S	Date	Day	Density	FurtherCounts	Group	ID	Map	Method	Month	Observations	RecordID	Site	SiteID	Source	Time	Time_Duplicate	WESA_PEEPS	Year
1201						10						Wesa	ALHE2013719_W10			7		ALHE2013719		ALHE	Online				
1202						10						Wesa	ALHE2013720_W10			7		ALHE2013720		ALHE	Online				
1203						10						Wesa	ALHE2013720_W10			7		ALHE2013720		ALHE	Online				
1204						10						Wesa	ALHE2013721_W10			7		ALHE2013721		ALHE	Online				
1205						10						Wesa	CHEM2013720_W10			7		CHEM2013720		CHEM	Online				
1206						10						Wesa	VRYL2013720_W10			7		VRYL2013720		VRYL	Online				
1207						10						Wesa	VRYL2013721_W10			7		VRYL2013721		VRYL	Online				
1208						10						Wesa	SJEN2013719_W10			7		SJEN2013719		SJEN	Online				
1209						10						Wesa	SJEN2013720_W10			7		SJEN2013720		SJEN	Online				
1210						10						Wesa	SJEN2013721_W10			7		SJEN2013721		SJEN	Online				
1211						10						Wesa	NJEN2013719_W10			7		NJEN2013719		NJEN	Online				
1212						10						Wesa	NJEN2013720_W10			7		NJEN2013720		NJEN	Online				
1213						10						Wesa	NJEN2013721_W10			7		NJEN2013721		NJEN	Online				
1214						10						Wesa	ESQU2013816_W10			8		ESQU2013816		ESQU	Online				
1215						10						Wesa	ESQU2013817_W10			8		ESQU2013817		ESQU	Online				
1216						10						Wesa	KALE2013817_W10			8		KALE2013817		KALE	Online				
1217						10						Wesa	ESQU2013818_W10			8		ESQU2013818		ESQU	Online				
1218						10						Wesa	EIDE2013817_W10			8		EIDE2013817		EIDE	Online				
1219						10						Wesa	GRIC2013818_W10			8		GRIC2013818		GRIC	Online				
1220						10						Wesa	GRIC2013817_W10			8		GRIC2013817		GRIC	Online				
1221						10						Wesa	DEEP2013816_W10			8		DEEP2013816		DEEP	Online				
1222						10						Wesa	DEEP2013817_W10			8		DEEP2013817		DEEP	Online				
1223					25	10	150			Dense		Wesa	DEEP2013818_W10		Direct Counts	8	on rocky barnacle area, not feeding	DEEP2013818		DEEP	Online	14:00			
1224						10						Wesa	NANO2013817_W10			8		NANO2013817		NANO	Online				
1225						10						Wesa	NANO2013818_W10			8		NANO2013818		NANO	Online				
1226					15	10	5					Wesa	NJEN2013817_W10	Jensens_N_aug17	Block Estimates	8	"Same methods  9:45
110 birds"	NJEN2013817		NJEN	Online	11:15			
1227					0	10	0					Wesa	NJEN2013818_W10			8		NJEN2013818		NJEN	Online	12:30			
1228					0	10	0					Wesa	NJEN2013819_W10			8	I didn't do the 12:30, the site was to flooded	NJEN2013819		NJEN	Online	12:15			
1229						10						Wesa	ENBO2013818_W10			8		ENBO2013818		ENBO	Online				
1230						10	130m					Wesa	KALE2013818_W10			8		KALE2013818		KALE	Online				
1231						10	100yds					Wesa	CROC2013817_W10			8		CROC2013817		CROC	Online				
1232						10						Wesa	CROC2013818_W10			8		CROC2013818		CROC	Online				
1233					920	10	1			Medium-Thick		Wesa	SJEN2013817_W10	Jensens_S_aug17	Block Estimates	8	"Less than 1m from shorelinem, but tide appears to be dropping
109 LESA
11:21 Gull flock start flying and then peeps too. "	SJEN2013817		SJEN	Online	11:15			
1234					6	10	50			Medium dense		Wesa	MAPL2013817_W10	Maplewood Map 20130817	Direct Counts	8	Observations: 2 WESA; 4 LESA; on map marked as 3.	MAPL2013817		MAPL	Online	15:00			
1235						10						Wesa	MAPL2013818_W10			8		MAPL2013818		MAPL	Online				
1236					0	10	0					Wesa	SJEN2013818_W10			8	Flooded	SJEN2013818		SJEN	Online	12:15			
1237						10	1					Wesa	SJEN2013819_W10			8		SJEN2013819		SJEN	Online	12:15			
1238						10						Wesa	ENBO2013817_W10			8		ENBO2013817		ENBO	Online				
1239						10						Wesa	SANM2013817_W10			8		SANM2013817		SANM	Online				
1240						10						Wesa	SANM2013818_W10			8		SANM2013818		SANM	Online				
1241					25	10	7 m			Dense		Wesa	WITT2013817_W10	Same as above.		8	"Just before the count, flock of about 25 landed on far shore (position 3). Still not possible to id. 

Tide still falling."	WITT2013817		WITT	Online	09:15			
1242						10						Wesa	WITT2013818_W10			8		WITT2013818		WITT	Online				
1243					12	10	5 m			Dense		Wesa	WITT2013819_W10		Direct Counts	8	Same flock very close to previous location.	WITT2013819		WITT	Online	11:15			
1244						10						Wesa	BB042013816_W10			8		BB042013816		BB04	Online				
1245						10	0					Wesa	EIDE2013818_W10			8		EIDE2013818		EIDE	Online				
1246						10						Wesa	BB042013817_W10			8		BB042013817		BB04	Online				
1247						10						Wesa	BB042013818_W10			8		BB042013818		BB04	Online				
1248						10						Wesa	PEDD2013817_W10			8		PEDD2013817		PEDD	Online				
1249						10						Wesa	PEDD2013818_W10			8		PEDD2013818		PEDD	Online				
1250						10						Wesa	BBSV2013720_W10			7		BBSV2013720		BBSV	Online				
1251						10						Wesa	BBSV2013721_W10			7		BBSV2013721		BBSV	Online				
1252						10						Wesa	BBSV2013817_W10			8		BBSV2013817		BBSV	Online				
1253						10						Wesa	BBSV2013818_W10			8		BBSV2013818		BBSV	Online				
1254						10						Wesa	COMX2013817_W10			8		COMX2013817		COMX	Online				
1255						10						Wesa	COMX2013818_W10			8		COMX2013818		COMX	Online				
1256						10						Wesa	GRIC2013816_W10			8		GRIC2013816		GRIC	Online				
1257					36	10	3 - 125m			Medium dense		Wesa	FANY2013817_W10		Direct Counts	8	flock thicker in flight than when foraging; flew in from northeast, alighted for a few seconds then flew again and landed and stayed in far back area by creek marked with X on map. Really too far for 100% confidence in identifcation but 99% sure from first observation, flight, and giz	FANY2013817		FANY	Online	14:15			
1258					0	10	10 - 275m					Wesa	FANY2013818_W10			8		FANY2013818		FANY	Online	14:45			
1259						10						Wesa	BB722013818_W10			8		BB722013818		BB72	Online				
1260						10						Wesa	ISVI2013816_W10			8		ISVI2013816		ISVI	Online				
1261						10						Wesa	ISVI2013817_W10			8		ISVI2013817		ISVI	Online				
1262						10						Wesa	ISVI2013818_W10			8		ISVI2013818		ISVI	Online				
1263					65	10	9 m					Wesa	SDNY2013720_W10		Direct Counts	7	65 peeps feeding	SDNY2013720		SDNY	Online	1315			
1264					2	10	13 m					Wesa	SDNY2013721_W10		Direct Counts	7		SDNY2013721		SDNY	Online	1415			
1265					54 WESA	10	10 m					Wesa	SDNY2013817_W10		Direct Counts	8	Close enough from the new observation point at the far end of the lagoon differentiate 54 WESA from 6 least sandpipers. There is one greater yellowleggs as well	SDNY2013817		SDNY	Online	1320			
1266					78 WESA	10	20 m					Wesa	SDNY2013818_W10		Direct Counts	8	also 5 least sandpipers	SDNY2013818		SDNY	Online	1415			
1267						10						Wesa	SQUA2013817_W10			8		SQUA2013817		SQUA	Online				
1268						10						Wesa	PANM2013719_W10			7		PANM2013719		PANM	Online				
1269						10						Wesa	PANM2013720_W10			7		PANM2013720		PANM	Online				
1270						10						Wesa	PANM2013721_W10			7		PANM2013721		PANM	Online				
1271						10						Wesa	PANM2013722_W10			7		PANM2013722		PANM	Online				
1272						10						Wesa	VRYL2013817_W10			8		VRYL2013817		VRYL	Online				
1273						10						Wesa	VRYL2013818_W10			8		VRYL2013818		VRYL	Online				
1274						10						Wesa	ROGH2013720_W10			7		ROGH2013720		ROGH	Online				
1275						10						Wesa	ROGH2013721_W10			7		ROGH2013721		ROGH	Online				
1276					210	10	175 m			Spread-out		Wesa	ROGH2013818_W10	Curry Map 2D	Block Estimates	8		ROGH2013818		ROGH	Online	1815			
1277					100	10	170 m			Dense		Wesa	ROGH2013817_W10	Curry Map  1D	Block Estimates	8	"Two flocks. One of 80 dense and at the ocean edge and the other of 20 spread out in the rocks and mud.
1825 hrs four walkers entered the beach slightly to the east but no affect on the WESA anticipated."	ROGH2013817		ROGH	Online	1815			
1278						10						Wesa	SHPO2013817_W10			8		SHPO2013817		SHPO	Online				
1279						10						Wesa	SHPO2013818_W10			8		SHPO2013818		SHPO	Online				
1280						10						Wesa	SHPO2013819_W10			8		SHPO2013819		SHPO	Online				
1281						10						Wesa	WHIF2013818_W10			8		WHIF2013818		WHIF	Online				
1282						10						Wesa	BB922013720_W10			7		BB922013720		BB92	Online				
1283						10						Wesa	BB922013721_W10			7		BB922013721		BB92	Online				
1284						10						Wesa	COWC2013817_W10			8		COWC2013817		COWC	Online				
1285						10						Wesa	COWC2013818_W10			8		COWC2013818		COWC	Online				
1286						10						Wesa	SJEN2013719a_W10			7		SJEN2013719a		SJEN	Online				
1287						10						Wesa	GRIC2013720_W10			7		GRIC2013720		GRIC	Online				
1288						10						Wesa	GRIC2013721_W10			7		GRIC2013721		GRIC	Online				
1289						10						Wesa	PEDD2013816_W10			8		PEDD2013816		PEDD	Online				
1290						11						Wesa	BB722013720_W11			7		BB722013720		BB72	Online				
1291						11						Wesa	ENBO2013721_W11			7		ENBO2013721		ENBO	Online				
1292						11						Wesa	KALE2013720_W11			7		KALE2013720		KALE	Online				
1293						11						Wesa	COMX2013720_W11			7		COMX2013720		COMX	Online				
1294						11						Wesa	COMX2013721_W11			7		COMX2013721		COMX	Online				
1295						11						Wesa	NANO2013720_W11			7		NANO2013720		NANO	Online				
1296						11						Wesa	NANO2013721_W11			7		NANO2013721		NANO	Online				
1297						11						Wesa	IONA2013719_W11			7		IONA2013719		IONA	Online				
1298						11						Wesa	IONA2013720_W11			7		IONA2013720		IONA	Online				
1299						11						Wesa	IONA2013721_W11			7		IONA2013721		IONA	Online				
1300						11						Wesa	COWC2013719_W11			7		COWC2013719		COWC	Online				
1301						11						Wesa	COWC2013720_W11			7		COWC2013720		COWC	Online				
1302						11						Wesa	ESQU2013722_W11			7		ESQU2013722		ESQU	Online				
1303						11						Wesa	MAPL2013719_W11			7		MAPL2013719		MAPL	Online				
1304						11						Wesa	MAPL2013720_W11			7		MAPL2013720		MAPL	Online				
1305						11						Wesa	MAPL2013721_W11			7		MAPL2013721		MAPL	Online				
1306						11						Wesa	ISVI2013720_W11			7		ISVI2013720		ISVI	Online				
1307						11						Wesa	ISVI2013721_W11			7		ISVI2013721		ISVI	Online				
1308						11						Wesa	CROC2013720_W11			7		CROC2013720		CROC	Online				
1309						11						Wesa	BB042013719_W11			7		BB042013719		BB04	Online				
1310						11						Wesa	BB042013720_W11			7		BB042013720		BB04	Online				
1311						11						Wesa	BB042013721_W11			7		BB042013721		BB04	Online				
1312						11						Wesa	DEEP2013719_W11			7		DEEP2013719		DEEP	Online				
1313						11						Wesa	DEEP2013720_W11			7		DEEP2013720		DEEP	Online				
1314						11						Wesa	DEEP2013721_W11			7		DEEP2013721		DEEP	Online				
1315						11						Wesa	WHIF2013721_W11			7		WHIF2013721		WHIF	Online				
1316						11						Wesa	BB722013721_W11			7		BB722013721		BB72	Online				
1317						11						Wesa	CROC2013721_W11			7		CROC2013721		CROC	Online				
1318						11						Wesa	WINT2013720_W11			7		WINT2013720		WINT	Online				
1319						11						Wesa	SQUA2013720_W11			7		SQUA2013720		SQUA	Online				
1320						11						Wesa	SQUA2013721_W11			7		SQUA2013721		SQUA	Online				
1321						11						Wesa	SHPO2013720_W11			7		SHPO2013720		SHPO	Online				
1322						11						Wesa	SHPO2013721_W11			7		SHPO2013721		SHPO	Online				
1323						11						Wesa	SHPO2013722_W11			7		SHPO2013722		SHPO	Online				
1324						11						Wesa	SANM2013720_W11			7		SANM2013720		SANM	Online				
1325						11						Wesa	SANM2013721_W11			7		SANM2013721		SANM	Online				
1326						11						Wesa	WHIF2013720_W11			7		WHIF2013720		WHIF	Online				
1327						11						Wesa	EIDE2013721_W11			7		EIDE2013721		EIDE	Online				
1328						11						Wesa	PEDD2013720_W11			7		PEDD2013720		PEDD	Online				
1329						11						Wesa	PEDD2013721_W11			7		PEDD2013721		PEDD	Online				
1330						11						Wesa	ALHE2013719_W11			7		ALHE2013719		ALHE	Online				
1331						11						Wesa	ALHE2013720_W11			7		ALHE2013720		ALHE	Online				
1332						11						Wesa	ALHE2013720_W11			7		ALHE2013720		ALHE	Online				
1333						11						Wesa	ALHE2013721_W11			7		ALHE2013721		ALHE	Online				
1334						11						Wesa	CHEM2013720_W11			7		CHEM2013720		CHEM	Online				
1335						11						Wesa	VRYL2013720_W11			7		VRYL2013720		VRYL	Online				
1336						11						Wesa	VRYL2013721_W11			7		VRYL2013721		VRYL	Online				
1337						11						Wesa	SJEN2013719_W11			7		SJEN2013719		SJEN	Online				
1338						11						Wesa	SJEN2013720_W11			7		SJEN2013720		SJEN	Online				
1339						11						Wesa	SJEN2013721_W11			7		SJEN2013721		SJEN	Online				
1340						11						Wesa	NJEN2013719_W11			7		NJEN2013719		NJEN	Online				
1341						11						Wesa	NJEN2013720_W11			7		NJEN2013720		NJEN	Online				
1342						11						Wesa	NJEN2013721_W11			7		NJEN2013721		NJEN	Online				
1343						11						Wesa	ESQU2013816_W11			8		ESQU2013816		ESQU	Online				
1344						11						Wesa	ESQU2013817_W11			8		ESQU2013817		ESQU	Online				
1345						11						Wesa	KALE2013817_W11			8		KALE2013817		KALE	Online				
1346						11						Wesa	ESQU2013818_W11			8		ESQU2013818		ESQU	Online				
1347						11						Wesa	EIDE2013817_W11			8		EIDE2013817		EIDE	Online				
1348						11						Wesa	GRIC2013818_W11			8		GRIC2013818		GRIC	Online				
1349						11						Wesa	GRIC2013817_W11			8		GRIC2013817		GRIC	Online				
1350						11						Wesa	DEEP2013816_W11			8		DEEP2013816		DEEP	Online				
1351						11						Wesa	DEEP2013817_W11			8		DEEP2013817		DEEP	Online				
1352					0	11	100					Wesa	DEEP2013818_W11		Direct Counts	8	last flock seen heading south into the bay	DEEP2013818		DEEP	Online	14:15			
1353						11						Wesa	NANO2013817_W11			8		NANO2013817		NANO	Online				
1354						11						Wesa	NANO2013818_W11			8		NANO2013818		NANO	Online				
1355					0	11	5					Wesa	NJEN2013817_W11	Jensens_N_Aug17		8	Remaining birds move to south site	NJEN2013817		NJEN	Online	11:30			
1356					0	11	0					Wesa	NJEN2013818_W11			8		NJEN2013818		NJEN	Online	12:15			
1357						11						Wesa	NJEN2013819_W11			8		NJEN2013819		NJEN	Online				
1358						11						Wesa	ENBO2013818_W11			8		ENBO2013818		ENBO	Online				
1359						11						Wesa	KALE2013818_W11			8		KALE2013818		KALE	Online				
1360						11						Wesa	CROC2013817_W11			8		CROC2013817		CROC	Online				
1361						11						Wesa	CROC2013818_W11			8		CROC2013818		CROC	Online				
1362					990	11	2			Medium-Thick		Wesa	SJEN2013817_W11	Jensens_N_Aug17	Block Estimates	8	A few dozen peeps arrived 11:15-11:30. All roosting treated as WESA	SJEN2013817		SJEN	Online	11:30			
1363					6	11	20			Medium dense		Wesa	MAPL2013817_W11	Maplewood Map 20130817	Direct Counts	8	"Observations: 2 WESA; 4 LESA; on map still marked as 3.

Further count at 15:26 (counted 3: 1 WESA, 1 YELE [Lesser Yellowleg], and 1 Unknown) - on map marked as 4.

Further count at 15:35 (counted 6: 2 WESA, 4 LESA) - on map marked as 5.

Photos of sandpipers (DSCN 8964, 8977, 8980, 8986, 8990, 8991, 8992, 8993)

Photos of area from N to SE (DSCN 8987, 8988, 8989)"	MAPL2013817		MAPL	Online	15:15			
1364						11						Wesa	MAPL2013818_W11			8		MAPL2013818		MAPL	Online				
1365					0	11	0					Wesa	SJEN2013818_W11			8	Flooded	SJEN2013818		SJEN	Online	12:30			
1366						11						Wesa	SJEN2013819_W11			8		SJEN2013819		SJEN	Online	12:30			
1367						11						Wesa	ENBO2013817_W11			8		ENBO2013817		ENBO	Online				
1368						11						Wesa	SANM2013817_W11			8		SANM2013817		SANM	Online				
1369						11						Wesa	SANM2013818_W11			8		SANM2013818		SANM	Online				
1370					0	11	8 m					Wesa	WITT2013817_W11			8	"I presume that this is count time 11 (even though it says 10).

Flock present in position 2 outside survey area. Some flew up and over the barrier beach to ocean and others sent farther up the lagoon.

No falcons seen. Only raptors were ospreys and vultures."	WITT2013817		WITT	Online	09:30			
1371						11						Wesa	WITT2013818_W11			8		WITT2013818		WITT	Online				
1372					12	11	5 m			Dense		Wesa	WITT2013819_W11		Direct Counts	8	"Same flock very close to previous location. They were still present in this area when we left. We looked at them from a slightly closer position on the trail out but they were still too far to id.

Tide is still falling very slowly."	WITT2013819		WITT	Online	11:30			
1373						11						Wesa	BB042013816_W11			8		BB042013816		BB04	Online				
1374						11						Wesa	EIDE2013818_W11			8		EIDE2013818		EIDE	Online				
1375						11						Wesa	BB042013817_W11			8		BB042013817		BB04	Online				
1376						11						Wesa	BB042013818_W11			8		BB042013818		BB04	Online				
1377						11						Wesa	PEDD2013817_W11			8		PEDD2013817		PEDD	Online				
1378						11						Wesa	PEDD2013818_W11			8		PEDD2013818		PEDD	Online				
1379						11						Wesa	BBSV2013720_W11			7		BBSV2013720		BBSV	Online				
1380						11						Wesa	BBSV2013721_W11			7		BBSV2013721		BBSV	Online				
1381						11						Wesa	BBSV2013817_W11			8		BBSV2013817		BBSV	Online				
1382						11						Wesa	BBSV2013818_W11			8		BBSV2013818		BBSV	Online				
1383						11						Wesa	COMX2013817_W11			8		COMX2013817		COMX	Online				
1384						11						Wesa	COMX2013818_W11			8		COMX2013818		COMX	Online				
1385						11						Wesa	GRIC2013816_W11			8		GRIC2013816		GRIC	Online				
1386					36	11	1 - 10m			Spread-out		Wesa	FANY2013817_W11		Block Estimates	8	Flock seen arriving and settling at 14:15 did not leave but not visible (thus the estimate) 	FANY2013817		FANY	Online	14:30  see title error here			
1387					28	11	2 - 75m			Dense		Wesa	FANY2013818_W11		Direct Counts	8	30 WeSa flew in from NE landed, foraged at W on map, direct count, flew, lighted, flew, foraged within a few meters of water's edge every few minutes (feeding in muddy area with surface disturbances (maybe mud shrimp). WeSa flew and settled every few minutes and at 15:04 flew to back of bay near creek entry to the same spot we saw WeSa on the 17th. They were still there when we left at 15:15	FANY2013818		FANY	Online	15:00			
1388						11						Wesa	BB722013818_W11			8		BB722013818		BB72	Online				
1389						11						Wesa	ISVI2013816_W11			8		ISVI2013816		ISVI	Online				
1390						11						Wesa	ISVI2013817_W11			8		ISVI2013817		ISVI	Online				
1391						11						Wesa	ISVI2013818_W11			8		ISVI2013818		ISVI	Online				
1392					65	11	5					Wesa	SDNY2013720_W11		Direct Counts	7	65 peeps feeding	SDNY2013720		SDNY	Online	1330			
1393					0	11	7 m					Wesa	SDNY2013721_W11			7		SDNY2013721		SDNY	Online	1430			
1394					0	11	7 m					Wesa	SDNY2013817_W11			8	A peregrine lands on a snag near the sandpipers (30 m up high) and the greater yellowleggs flushes alarming the peeps resulting in the entire flock to take wing and leave the lagoon (see map B4). The falcon remains perched on the snag for another 20 min and then leaves	SDNY2013817		SDNY	Online	1330			
1395					78 WESA	11	10 m					Wesa	SDNY2013818_W11		Direct Counts	8	"also 6 Least Sandpiper
see map B6"	SDNY2013818		SDNY	Online	1430			
1396						11						Wesa	SQUA2013817_W11			8		SQUA2013817		SQUA	Online				
1397						11						Wesa	PANM2013719_W11			7		PANM2013719		PANM	Online				
1398						11						Wesa	PANM2013720_W11			7		PANM2013720		PANM	Online				
1399						11						Wesa	PANM2013721_W11			7		PANM2013721		PANM	Online				
1400						11						Wesa	PANM2013722_W11			7		PANM2013722		PANM	Online				
1401						11						Wesa	VRYL2013817_W11			8		VRYL2013817		VRYL	Online				
1402						11						Wesa	VRYL2013818_W11			8		VRYL2013818		VRYL	Online				
1403						11						Wesa	ROGH2013720_W11			7		ROGH2013720		ROGH	Online				
1404						11						Wesa	ROGH2013721_W11			7		ROGH2013721		ROGH	Online				
1405					200	11	160 m			Medium dense		Wesa	ROGH2013818_W11	Curry Map 2D	Block Estimates	8		ROGH2013818		ROGH	Online	1830			
1406					125	11	140 m			Dense		Wesa	ROGH2013817_W11	Curry Map 1D	Block Estimates	8	One flock at the waters edge.	ROGH2013817		ROGH	Online	1830			
1407						11						Wesa	SHPO2013817_W11			8		SHPO2013817		SHPO	Online				
1408						11						Wesa	SHPO2013818_W11			8		SHPO2013818		SHPO	Online				
1409						11						Wesa	SHPO2013819_W11			8		SHPO2013819		SHPO	Online				
1410						11						Wesa	WHIF2013818_W11			8		WHIF2013818		WHIF	Online				
1411						11						Wesa	BB922013720_W11			7		BB922013720		BB92	Online				
1412						11						Wesa	BB922013721_W11			7		BB922013721		BB92	Online				
1413						11						Wesa	COWC2013817_W11			8		COWC2013817		COWC	Online				
1414						11						Wesa	COWC2013818_W11			8		COWC2013818		COWC	Online				
1415						11						Wesa	SJEN2013719a_W11			7		SJEN2013719a		SJEN	Online				
1416						11						Wesa	GRIC2013720_W11			7		GRIC2013720		GRIC	Online				
1417						11						Wesa	GRIC2013721_W11			7		GRIC2013721		GRIC	Online				
1418						11						Wesa	PEDD2013816_W11			8		PEDD2013816		PEDD	Online				
1419					0	1		2013-07-21 00:00:00	21			WESA	BBMB2013721_W1			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	14:30:00			2013
1420					0	2		2013-07-21 00:00:00	21			WESA	BBMB2013721_W2			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	14:45:00			2013
1421					0	3		2013-07-21 00:00:00	21			WESA	BBMB2013721_W3			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	15:00:00			2013
1422					0	4		2013-07-21 00:00:00	21			WESA	BBMB2013721_W4			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	15:15:00			2013
1423					100	5		2013-07-21 00:00:00	21			WESA	BBMB2013721_W5		Estimation (Est)	7	Unidentified Sandpipers > 800m away	BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	15:30:00		Peeps	2013
1424					300	6		2013-07-21 00:00:00	21			WESA	BBMB2013721_W6		Estimation (Est)	7	Unidentified Sandpipers >1km away	BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	15:45:00		Peeps	2013
1425					0	7		2013-07-21 00:00:00	21			WESA	BBMB2013721_W7			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	16:00:00			2013
1426					0	8		2013-07-21 00:00:00	21			WESA	BBMB2013721_W8			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	16:15:00			2013
1427					0	9		2013-07-21 00:00:00	21			WESA	BBMB2013721_W9			7		BBMB2013721	Boundary Bay Mud Bay	BBMB	Manual	16:30:00			2013
1428					0	1	200	2013-08-17 00:00:00	17			WESA	COBE2013817_W1			8		COBE2013817	Columbia Beach	COBE	Manual	12:00:00			2013
1429					0	2	175	2013-08-17 00:00:00	17			WESA	COBE2013817_W2			8		COBE2013817	Columbia Beach	COBE	Manual	12:15:00			2013
1430					0	3	150	2013-08-17 00:00:00	17			WESA	COBE2013817_W3			8		COBE2013817	Columbia Beach	COBE	Manual	12:30:00			2013
1431					0	4	140	2013-08-17 00:00:00	17			WESA	COBE2013817_W4			8		COBE2013817	Columbia Beach	COBE	Manual	12:45:00			2013
1432					0	5	130	2013-08-17 00:00:00	17			WESA	COBE2013817_W5			8		COBE2013817	Columbia Beach	COBE	Manual	13:00:00			2013
1433					0	6	120	2013-08-17 00:00:00	17			WESA	COBE2013817_W6			8		COBE2013817	Columbia Beach	COBE	Manual	13:15:00			2013
1434					4	7	100	2013-08-17 00:00:00	17	1) Spread-out		WESA	COBE2013817_W7		Direct Count (DC) 	8		COBE2013817	Columbia Beach	COBE	Manual	13:30:00		WESA	2013
1435					4	8	85	2013-08-17 00:00:00	17	1) Spread-out		WESA	COBE2013817_W8		Direct Count (DC) 	8		COBE2013817	Columbia Beach	COBE	Manual	13:45:00		WESA	2013
1436					10	9	70	2013-08-17 00:00:00	17	1) Spread-out		WESA	COBE2013817_W9		Direct Count (DC) 	8		COBE2013817	Columbia Beach	COBE	Manual	14:00:00		WESA	2013
1437					10	10	60	2013-08-17 00:00:00	17	1) Spread-out		WESA	COBE2013817_W10		Direct Count (DC) 	8		COBE2013817	Columbia Beach	COBE	Manual	14:15:00		WESA	2013
1438					10	11	45	2013-08-17 00:00:00	17	1) Spread-out		WESA	COBE2013817_W11		Direct Count (DC) 	8		COBE2013817	Columbia Beach	COBE	Manual	14:30:00		WESA	2013
1439					0	1	190	2013-08-18 00:00:00	18			WESA	COBE2013818_W1			8		COBE2013818	Columbia Beach	COBE	Manual	13:00:00			2013
1440					0	2	175	2013-08-18 00:00:00	18			WESA	COBE2013818_W2			8		COBE2013818	Columbia Beach	COBE	Manual	13:15:00			2013
1441					0	3	160	2013-08-18 00:00:00	18			WESA	COBE2013818_W3			8		COBE2013818	Columbia Beach	COBE	Manual	13:30:00			2013
1442					0	4	145	2013-08-18 00:00:00	18			WESA	COBE2013818_W4			8		COBE2013818	Columbia Beach	COBE	Manual	13:45:00			2013
1443					0	5	130	2013-08-18 00:00:00	18			WESA	COBE2013818_W5			8		COBE2013818	Columbia Beach	COBE	Manual	14:00:00			2013
1444					0	6	115	2013-08-18 00:00:00	18			WESA	COBE2013818_W6			8		COBE2013818	Columbia Beach	COBE	Manual	14:15:00			2013
1445					0	7	100	2013-08-18 00:00:00	18			WESA	COBE2013818_W7			8		COBE2013818	Columbia Beach	COBE	Manual	14:30:00			2013
1446					3	8	85	2013-08-18 00:00:00	18	1) Spread-out		WESA	COBE2013818_W8		Direct Count (DC) 	8		COBE2013818	Columbia Beach	COBE	Manual	14:45:00		WESA	2013
1447					3	9	70	2013-08-18 00:00:00	18	1) Spread-out		WESA	COBE2013818_W9		Direct Count (DC) 	8		COBE2013818	Columbia Beach	COBE	Manual	15:00:00		WESA	2013
1448					10	10	55	2013-08-18 00:00:00	18	1) Spread-out		WESA	COBE2013818_W10		Direct Count (DC) 	8		COBE2013818	Columbia Beach	COBE	Manual	15:15:00		WESA	2013
1449					10	11	35	2013-08-18 00:00:00	18	1) Spread-out		WESA	COBE2013818_W11		Direct Count (DC) 	8		COBE2013818	Columbia Beach	COBE	Manual	15:30:00		WESA	2013
1450					0	1	275	2013-07-20 00:00:00	20			WESA	COBE2013720_W1			7		COBE2013720	Columbia Beach	COBE	Manual	11:00:00			2013
1451					0	2	250	2013-07-20 00:00:00	20			WESA	COBE2013720_W2			7		COBE2013720	Columbia Beach	COBE	Manual	11:15:00			2013
1452					0	3	230	2013-07-20 00:00:00	20			WESA	COBE2013720_W3			7		COBE2013720	Columbia Beach	COBE	Manual	11:30:00			2013
1453					0	4	210	2013-07-20 00:00:00	20			WESA	COBE2013720_W4			7		COBE2013720	Columbia Beach	COBE	Manual	11:45:00			2013
1454					0	5	190	2013-07-20 00:00:00	20			WESA	COBE2013720_W5			7		COBE2013720	Columbia Beach	COBE	Manual	12:00:00			2013
1455					0	6	175	2013-07-20 00:00:00	20			WESA	COBE2013720_W6			7		COBE2013720	Columbia Beach	COBE	Manual	12:15:00			2013
1456					0	7	165	2013-07-20 00:00:00	20			WESA	COBE2013720_W7			7		COBE2013720	Columbia Beach	COBE	Manual	12:30:00			2013
1457					0	8	155	2013-07-20 00:00:00	20			WESA	COBE2013720_W8			7		COBE2013720	Columbia Beach	COBE	Manual	12:45:00			2013
1458					0	9	145	2013-07-20 00:00:00	20			WESA	COBE2013720_W9			7		COBE2013720	Columbia Beach	COBE	Manual	13:00:00			2013
1459					0	10	135	2013-07-20 00:00:00	20			WESA	COBE2013720_W10			7		COBE2013720	Columbia Beach	COBE	Manual	13:15:00			2013
1460					0	11	125	2013-07-20 00:00:00	20			WESA	COBE2013720_W11			7		COBE2013720	Columbia Beach	COBE	Manual	13:30:00			2013
1461					0	1	250	2013-07-21 00:00:00	21			WESA	COBE2013721_W1			7		COBE2013721	Columbia Beach	COBE	Manual	12:00:00			2013
1462					0	2	235	2013-07-21 00:00:00	21			WESA	COBE2013721_W2			7		COBE2013721	Columbia Beach	COBE	Manual	12:15:00			2013
